year,month,crop_type,soil_type,region,season,rainfall_mm,farmer_land_size_acres,pest_pressure,soil_fertility,crop_stage,previous_input_usage
2022,2,Rice,Sandy,Chhattisgarh,Rabi,56.47,11.84,High,High,Growth,Glyphosate
2018,3,Rice,Laterite,Gujarat,Rabi,285.16,15.52,Low,Medium,Growth,Glyphosate
2022,4,Rice,Sandy,West Bengal,Zaid,202.09,14.56,Medium,High,Growth,Glyphosate
2018,12,Rice,Black,Assam,Rabi,279.23,10.51,High,Low,Sowing,Glyphosate
2023,12,Rice,Sandy,Tamil Nadu,Rabi,458.8,17.87,High,Low,Growth,Glyphosate
2020,11,Rice,Laterite,Tamil Nadu,Rabi,432.99,19.83,Low,High,Harvest,Glyphosate
2022,8,Rice,Alluvial,Haryana,Kharif,1578.42,17.72,Low,Medium,Harvest,Glyphosate
2022,12,Rice,Red,Rajasthan,Rabi,129.72,17.79,Low,Medium,Harvest,Glyphosate
2025,8,Rice,Red,Rajasthan,Kharif,941.37,12.95,High,High,Harvest,Glyphosate
2017,1,Rice,Red,Karnataka,Rabi,366.71,19.96,High,Medium,Sowing,Glyphosate
2019,5,Rice,Laterite,Rajasthan,Zaid,220.13,16.49,High,High,Harvest,Glyphosate
2018,1,Rice,Black,Punjab,Rabi,73.85,10.32,Low,Low,Harvest,Glyphosate
2020,9,Rice,Black,Jharkhand,Kharif,1868.05,16.09,Low,Low,Sowing,Glyphosate
2016,4,Rice,Laterite,Assam,Zaid,424.11,19.72,High,Low,Harvest,Glyphosate
2022,2,Rice,Sandy,Maharashtra,Rabi,427.93,19.58,Low,Low,Harvest,Glyphosate
2019,10,Rice,Black,Assam,Kharif,1421.05,15.35,High,Low,Harvest,Glyphosate
2025,4,Rice,Red,West Bengal,Zaid,230.19,12.1,Low,Medium,Sowing,Glyphosate
2017,3,Rice,Red,Telangana,Rabi,303.06,16.63,High,Medium,Harvest,Glyphosate
2016,2,Rice,Sandy,Rajasthan,Rabi,361.08,15.96,Low,High,Growth,Glyphosate
2017,1,Rice,Red,Uttar Pradesh,Rabi,71.49,17.1,Medium,High,Harvest,Glyphosate
2017,9,Rice,Black,Jharkhand,Kharif,1828.16,12.36,High,High,Growth,Glyphosate
2016,2,Rice,Sandy,West Bengal,Rabi,311.52,12.52,High,Low,Sowing,Glyphosate
2025,5,Rice,Sandy,Rajasthan,Zaid,763.22,18.47,Medium,Medium,Harvest,Glyphosate
2021,2,Rice,Sandy,Odisha,Rabi,105.98,12.58,Low,Medium,Sowing,Glyphosate
2018,1,Rice,Laterite,Chhattisgarh,Rabi,417.5,10.84,Medium,High,Sowing,Glyphosate
2020,12,Rice,Alluvial,Bihar,Rabi,303.17,13.52,Medium,Medium,Growth,Glyphosate
2020,6,Rice,Sandy,Haryana,Kharif,747.26,15.96,Medium,High,Growth,Glyphosate
2020,1,Rice,Red,Uttar Pradesh,Rabi,410.1,16.93,Low,High,Growth,Glyphosate
2024,3,Rice,Laterite,Odisha,Rabi,438.43,16.44,Medium,Medium,Growth,Glyphosate
2018,12,Rice,Laterite,Bihar,Rabi,78.48,13.11,High,Low,Growth,Glyphosate
2019,12,Rice,Sandy,Uttar Pradesh,Rabi,442.07,16.34,Low,Medium,Harvest,Glyphosate
2016,6,Rice,Black,Assam,Kharif,987.07,11.93,Medium,Low,Sowing,Glyphosate
2019,7,Rice,Red,Bihar,Kharif,938.09,18.7,High,Medium,Harvest,Glyphosate
2024,4,Rice,Laterite,Assam,Zaid,796.28,18.17,Low,Low,Sowing,Glyphosate
2017,5,Rice,Red,Bihar,Zaid,597.67,10.48,High,High,Growth,Glyphosate
2018,7,Rice,Laterite,Assam,Kharif,1806.35,15.45,High,High,Harvest,Glyphosate
2017,7,Rice,Alluvial,Haryana,Kharif,1177.87,14.78,High,Medium,Growth,Glyphosate
2024,12,Rice,Red,Uttar Pradesh,Rabi,368.05,12.59,High,Low,Growth,Glyphosate
2017,12,Rice,Black,Punjab,Rabi,104.01,14.79,Medium,High,Harvest,Glyphosate
2020,12,Rice,Laterite,Uttar Pradesh,Rabi,257.78,17.0,Medium,Low,Sowing,Glyphosate
2024,3,Rice,Red,Madhya Pradesh,Rabi,94.32,12.88,Medium,Medium,Harvest,Glyphosate
2025,4,Rice,Red,Karnataka,Zaid,301.48,19.56,Low,Medium,Sowing,Glyphosate
2022,2,Rice,Black,Odisha,Rabi,163.54,19.08,Low,Medium,Sowing,Glyphosate
2021,9,Rice,Black,Kerala,Kharif,1567.31,17.09,High,Low,Sowing,Glyphosate
2025,9,Rice,Red,Karnataka,Kharif,1266.37,16.13,Low,Low,Harvest,Glyphosate
2023,6,Rice,Sandy,Chhattisgarh,Kharif,1422.34,18.78,High,Medium,Sowing,Glyphosate
2019,5,Rice,Black,Tamil Nadu,Zaid,474.67,19.32,High,Medium,Sowing,Glyphosate
2022,12,Rice,Black,Punjab,Rabi,136.17,14.72,High,Medium,Harvest,Glyphosate
2016,3,Rice,Black,Gujarat,Rabi,273.09,10.7,Medium,Medium,Growth,Glyphosate
2016,4,Rice,Alluvial,Odisha,Zaid,646.28,12.42,Low,High,Growth,Glyphosate
2022,10,Rice,Black,Tamil Nadu,Kharif,1663.58,15.19,High,Low,Harvest,Glyphosate
2024,10,Rice,Sandy,Odisha,Kharif,1451.57,14.95,Low,Medium,Harvest,Glyphosate
2022,5,Rice,Black,Bihar,Zaid,354.14,10.86,Medium,Medium,Sowing,Glyphosate
2022,12,Rice,Alluvial,Telangana,Rabi,299.99,16.03,Medium,Medium,Sowing,Glyphosate
2021,5,Rice,Laterite,Telangana,Zaid,614.85,15.96,High,Low,Growth,Glyphosate
2020,12,Rice,Black,Madhya Pradesh,Rabi,491.69,10.77,Low,High,Sowing,Glyphosate
2018,11,Rice,Black,Gujarat,Rabi,451.81,11.72,High,Medium,Harvest,Glyphosate
2019,10,Rice,Black,Jharkhand,Kharif,1079.97,18.87,Medium,Low,Sowing,Glyphosate
2024,10,Rice,Red,Gujarat,Kharif,1101.49,15.9,Medium,Low,Sowing,Glyphosate
2020,8,Rice,Alluvial,Bihar,Kharif,1432.23,16.73,Medium,Low,Growth,Glyphosate
2021,2,Rice,Sandy,Chhattisgarh,Rabi,177.97,12.48,Medium,Low,Sowing,Glyphosate
2018,3,Rice,Red,Uttar Pradesh,Rabi,99.76,15.74,Low,Medium,Sowing,Glyphosate
2020,9,Rice,Sandy,Jharkhand,Kharif,1759.55,18.83,High,Medium,Sowing,Glyphosate
2025,11,Rice,Alluvial,Assam,Rabi,297.2,17.54,Medium,Low,Harvest,Glyphosate
2022,7,Rice,Sandy,Maharashtra,Kharif,1666.55,18.52,Low,Low,Growth,Glyphosate
2018,12,Rice,Black,Telangana,Rabi,141.31,19.86,High,Medium,Growth,Glyphosate
2021,7,Rice,Laterite,West Bengal,Kharif,977.8,13.33,High,High,Sowing,Glyphosate
2025,6,Rice,Red,Uttar Pradesh,Kharif,826.29,14.35,Low,Low,Harvest,Glyphosate
2022,10,Rice,Sandy,Maharashtra,Kharif,1047.45,17.58,Low,Low,Sowing,Glyphosate
2023,10,Rice,Red,Haryana,Kharif,1732.58,18.96,High,Medium,Sowing,Glyphosate
2019,4,Rice,Sandy,Haryana,Zaid,619.67,13.84,Low,Medium,Growth,Glyphosate
2018,9,Rice,Alluvial,Madhya Pradesh,Kharif,601.88,10.5,High,Low,Harvest,Glyphosate
2019,4,Rice,Black,Rajasthan,Zaid,204.06,15.17,High,Low,Growth,Glyphosate
2022,7,Rice,Alluvial,Andhra Pradesh,Kharif,1283.66,12.85,Medium,High,Sowing,Glyphosate
2017,8,Rice,Black,Odisha,Kharif,1846.23,18.61,Low,High,Sowing,Glyphosate
2020,3,Rice,Alluvial,Karnataka,Rabi,185.67,12.25,Medium,High,Growth,Glyphosate
2021,2,Rice,Sandy,Rajasthan,Rabi,306.08,10.44,Low,Low,Sowing,Glyphosate
2020,8,Rice,Black,Rajasthan,Kharif,1765.69,18.36,Low,Low,Harvest,Glyphosate
2020,11,Rice,Red,Assam,Rabi,245.53,10.82,Low,Low,Harvest,Glyphosate
2022,3,Rice,Red,Rajasthan,Rabi,325.74,12.82,Low,Medium,Growth,Glyphosate
2018,8,Rice,Laterite,Telangana,Kharif,1091.31,15.76,Low,High,Growth,Glyphosate
2018,11,Rice,Sandy,Assam,Rabi,386.92,11.59,Low,High,Growth,Glyphosate
2024,8,Rice,Laterite,West Bengal,Kharif,1446.81,11.03,Low,Medium,Harvest,Glyphosate
2022,3,Rice,Laterite,Andhra Pradesh,Rabi,114.53,18.58,High,Low,Growth,Glyphosate
2022,3,Rice,Laterite,Rajasthan,Rabi,202.25,15.39,Low,Medium,Harvest,Glyphosate
2019,8,Rice,Alluvial,Madhya Pradesh,Kharif,1912.41,15.58,Medium,Medium,Growth,Glyphosate
2022,6,Rice,Sandy,Gujarat,Kharif,609.11,11.55,High,Medium,Sowing,Glyphosate
2023,3,Rice,Black,Telangana,Rabi,87.8,11.15,High,Medium,Harvest,Glyphosate
2018,10,Rice,Red,Bihar,Kharif,630.78,16.66,High,High,Sowing,Glyphosate
2020,8,Rice,Alluvial,Gujarat,Kharif,1933.6,13.73,High,Medium,Harvest,Glyphosate
2025,12,Rice,Laterite,Telangana,Rabi,135.89,16.13,High,Medium,Harvest,Glyphosate
2020,4,Rice,Laterite,Jharkhand,Zaid,322.19,19.56,Low,High,Harvest,Glyphosate
2017,4,Rice,Black,Uttar Pradesh,Zaid,348.73,10.08,Medium,Medium,Harvest,Glyphosate
2022,9,Rice,Laterite,Odisha,Kharif,612.19,11.56,Low,Medium,Sowing,Glyphosate
2019,2,Rice,Black,Bihar,Rabi,74.26,17.86,Medium,High,Sowing,Glyphosate
2016,5,Rice,Red,Kerala,Zaid,513.46,12.47,High,Medium,Harvest,Glyphosate
2019,3,Rice,Black,Punjab,Rabi,134.42,13.58,Medium,Medium,Growth,Glyphosate
2024,3,Rice,Alluvial,Kerala,Rabi,258.54,12.04,Low,Medium,Sowing,Glyphosate
2016,8,Rice,Alluvial,Madhya Pradesh,Kharif,1740.38,14.14,High,Low,Harvest,Glyphosate
2021,5,Rice,Red,Telangana,Zaid,524.07,15.69,Low,Medium,Growth,Glyphosate
2025,5,Rice,Sandy,Bihar,Zaid,798.99,15.31,High,Medium,Sowing,Glyphosate
2020,11,Rice,Laterite,Bihar,Rabi,395.06,14.04,Medium,Low,Sowing,Glyphosate
2020,6,Rice,Alluvial,Punjab,Kharif,1079.05,19.54,High,Medium,Harvest,Glyphosate
2023,1,Rice,Sandy,Uttar Pradesh,Rabi,432.67,14.94,Medium,Medium,Growth,Glyphosate
2016,12,Rice,Laterite,Tamil Nadu,Rabi,219.61,10.93,Medium,High,Sowing,Glyphosate
2019,12,Rice,Red,Bihar,Rabi,248.88,12.13,High,High,Growth,Glyphosate
2016,9,Rice,Sandy,Haryana,Kharif,1043.92,18.09,Medium,High,Sowing,Glyphosate
2018,9,Rice,Red,Chhattisgarh,Kharif,1677.57,11.82,Medium,Low,Growth,Glyphosate
2024,9,Rice,Alluvial,Maharashtra,Kharif,1256.95,14.18,Low,High,Sowing,Glyphosate
2019,11,Rice,Alluvial,Uttar Pradesh,Rabi,54.93,19.61,Low,Low,Growth,Glyphosate
2017,12,Rice,Alluvial,Jharkhand,Rabi,336.65,11.16,Low,Medium,Harvest,Glyphosate
2019,4,Rice,Black,Tamil Nadu,Zaid,719.01,19.82,Low,Low,Growth,Glyphosate
2020,8,Rice,Red,Rajasthan,Kharif,1156.44,18.84,High,High,Harvest,Glyphosate
2023,11,Rice,Sandy,Andhra Pradesh,Rabi,209.78,18.6,Medium,Medium,Sowing,Glyphosate
2023,2,Rice,Red,Chhattisgarh,Rabi,187.53,14.15,High,Low,Harvest,Glyphosate
2016,12,Rice,Black,Punjab,Rabi,406.14,19.17,Low,Medium,Sowing,Glyphosate
2019,10,Rice,Alluvial,Bihar,Kharif,687.4,18.49,Low,Low,Harvest,Glyphosate
2025,2,Rice,Alluvial,Chhattisgarh,Rabi,476.36,17.1,Low,Low,Sowing,Glyphosate
2017,3,Rice,Black,Tamil Nadu,Rabi,431.7,15.83,High,High,Growth,Glyphosate
2025,12,Rice,Black,Jharkhand,Rabi,347.52,19.53,High,Medium,Harvest,Glyphosate
2020,10,Rice,Laterite,Jharkhand,Kharif,1091.75,18.3,Low,High,Sowing,Glyphosate
2020,1,Rice,Black,Jharkhand,Rabi,262.1,17.69,High,High,Growth,Glyphosate
2017,8,Rice,Laterite,Kerala,Kharif,1976.46,19.06,Medium,Low,Harvest,Glyphosate
2024,1,Rice,Laterite,Tamil Nadu,Rabi,70.75,17.83,Low,Low,Growth,Glyphosate
2019,7,Rice,Laterite,Jharkhand,Kharif,792.14,17.64,Low,High,Harvest,Glyphosate
2016,9,Rice,Red,Karnataka,Kharif,1776.9,13.33,Medium,High,Harvest,Glyphosate
2025,9,Rice,Sandy,Chhattisgarh,Kharif,896.83,10.5,High,High,Growth,Glyphosate
2024,2,Rice,Black,Telangana,Rabi,483.32,16.84,Medium,High,Sowing,Glyphosate
2016,8,Rice,Black,Gujarat,Kharif,720.56,16.59,High,High,Growth,Glyphosate
2020,3,Rice,Sandy,Tamil Nadu,Rabi,203.01,16.35,High,Medium,Sowing,Glyphosate
2016,1,Rice,Laterite,Tamil Nadu,Rabi,277.06,17.8,High,High,Harvest,Glyphosate
2021,1,Rice,Red,Uttar Pradesh,Rabi,371.16,17.55,Low,High,Harvest,Glyphosate
2017,7,Rice,Laterite,Tamil Nadu,Kharif,1573.33,19.67,Medium,Low,Growth,Glyphosate
2022,3,Rice,Black,Punjab,Rabi,82.72,11.42,Medium,Low,Growth,Glyphosate
2023,8,Rice,Red,Rajasthan,Kharif,1181.41,10.97,Medium,Medium,Sowing,Glyphosate
2017,10,Rice,Black,Uttar Pradesh,Kharif,1104.57,12.8,Medium,High,Sowing,Glyphosate
2023,1,Rice,Red,Odisha,Rabi,419.25,12.77,Low,Medium,Harvest,Glyphosate
2022,4,Rice,Alluvial,Chhattisgarh,Zaid,586.83,18.49,High,Low,Harvest,Glyphosate
2022,5,Rice,Sandy,Bihar,Zaid,534.03,19.95,High,Low,Sowing,Glyphosate
2020,2,Rice,Laterite,Jharkhand,Rabi,211.92,16.66,Low,Medium,Harvest,Glyphosate
2020,11,Rice,Laterite,Gujarat,Rabi,282.1,15.26,High,Medium,Growth,Glyphosate
2024,10,Rice,Alluvial,Jharkhand,Kharif,1513.95,12.36,Medium,Low,Harvest,Glyphosate
2017,9,Rice,Alluvial,Telangana,Kharif,1186.83,19.75,High,Medium,Sowing,Glyphosate
2025,12,Rice,Sandy,Andhra Pradesh,Rabi,145.19,14.29,Medium,High,Harvest,Glyphosate
2019,6,Rice,Laterite,West Bengal,Kharif,1892.26,16.49,Medium,Medium,Sowing,Glyphosate
2024,3,Rice,Black,Karnataka,Rabi,404.74,18.48,High,Low,Growth,Glyphosate
2025,5,Rice,Red,Chhattisgarh,Zaid,406.22,17.14,Low,Low,Sowing,Glyphosate
2024,8,Rice,Black,Karnataka,Kharif,643.35,17.85,Low,High,Harvest,Glyphosate
2023,7,Rice,Red,Jharkhand,Kharif,1385.81,19.21,High,Medium,Harvest,Glyphosate
2018,3,Rice,Red,Kerala,Rabi,216.82,15.6,Medium,Low,Sowing,Glyphosate
2018,6,Rice,Red,Maharashtra,Kharif,1085.09,16.22,Medium,Medium,Growth,Glyphosate
2023,3,Rice,Black,Madhya Pradesh,Rabi,311.38,18.11,Low,Low,Growth,Glyphosate
2020,9,Rice,Red,Uttar Pradesh,Kharif,959.66,19.32,Medium,Low,Harvest,Glyphosate
2018,5,Rice,Red,Maharashtra,Zaid,281.39,16.1,High,High,Growth,Glyphosate
2016,2,Rice,Red,Uttar Pradesh,Rabi,102.32,12.49,High,High,Sowing,Glyphosate
2018,7,Rice,Red,Kerala,Kharif,680.06,19.74,Medium,High,Harvest,Glyphosate
2017,1,Rice,Red,Odisha,Rabi,90.95,10.36,Low,Low,Harvest,Glyphosate
2022,12,Rice,Alluvial,Jharkhand,Rabi,482.87,16.53,High,Medium,Harvest,Glyphosate
2022,12,Rice,Sandy,Madhya Pradesh,Rabi,92.15,13.57,Medium,High,Harvest,Glyphosate
2017,1,Rice,Sandy,Uttar Pradesh,Rabi,76.03,15.37,Low,Low,Sowing,Glyphosate
2018,4,Rice,Alluvial,Tamil Nadu,Zaid,556.38,12.68,Low,High,Sowing,Glyphosate
2019,7,Rice,Sandy,Gujarat,Kharif,1512.95,10.9,High,Medium,Growth,Glyphosate
2025,9,Rice,Red,Andhra Pradesh,Kharif,1917.95,15.16,High,High,Growth,Glyphosate
2018,2,Rice,Alluvial,West Bengal,Rabi,360.24,10.67,Low,Low,Growth,Glyphosate
2019,7,Rice,Laterite,Kerala,Kharif,1315.81,13.13,High,Low,Growth,Glyphosate
2025,4,Rice,Sandy,West Bengal,Zaid,288.8,18.45,Medium,Low,Sowing,Glyphosate
2023,8,Rice,Sandy,Haryana,Kharif,1310.24,11.59,High,Medium,Growth,Glyphosate
2022,12,Rice,Red,Bihar,Rabi,227.44,10.59,High,High,Harvest,Glyphosate
2017,7,Rice,Red,Andhra Pradesh,Kharif,1101.78,15.06,High,Medium,Harvest,Glyphosate
2021,2,Rice,Sandy,Jharkhand,Rabi,431.63,19.94,Medium,Low,Growth,Glyphosate
2024,11,Rice,Black,Uttar Pradesh,Rabi,291.07,18.37,Medium,Low,Growth,Glyphosate
2020,5,Rice,Black,Assam,Zaid,361.96,14.28,High,High,Sowing,Glyphosate
2024,4,Rice,Red,Assam,Zaid,438.09,16.76,Medium,Medium,Growth,Glyphosate
2018,5,Rice,Alluvial,Assam,Zaid,274.99,13.52,Medium,High,Sowing,Glyphosate
2023,11,Rice,Red,Assam,Rabi,449.5,10.65,Low,Low,Harvest,Glyphosate
2022,9,Rice,Alluvial,Uttar Pradesh,Kharif,1456.39,15.9,Low,Low,Growth,Glyphosate
2022,2,Rice,Black,Kerala,Rabi,87.1,13.35,Low,Low,Harvest,Glyphosate
2019,5,Rice,Laterite,Tamil Nadu,Zaid,369.05,13.85,Low,High,Growth,Glyphosate
2020,4,Rice,Black,Madhya Pradesh,Zaid,342.04,11.46,Low,Medium,Harvest,Glyphosate
2025,2,Rice,Alluvial,Karnataka,Rabi,233.81,12.36,Low,High,Sowing,Glyphosate
2018,3,Rice,Sandy,Maharashtra,Rabi,176.34,13.69,High,Medium,Growth,Glyphosate
2020,6,Rice,Black,Punjab,Kharif,789.25,16.13,Low,Medium,Growth,Glyphosate
2021,11,Rice,Alluvial,West Bengal,Rabi,250.18,10.84,High,Medium,Sowing,Glyphosate
2020,10,Rice,Laterite,Karnataka,Kharif,1539.64,14.5,Medium,High,Sowing,Glyphosate
2019,3,Rice,Black,Tamil Nadu,Rabi,392.36,14.81,Medium,Low,Sowing,Glyphosate
2025,5,Rice,Red,Jharkhand,Zaid,242.89,17.43,High,Low,Sowing,Glyphosate
2025,12,Rice,Laterite,Odisha,Rabi,100.59,16.54,Low,Low,Sowing,Glyphosate
2024,1,Rice,Black,Madhya Pradesh,Rabi,135.7,15.94,High,High,Harvest,Glyphosate
2024,3,Rice,Laterite,Maharashtra,Rabi,170.11,14.29,Low,Low,Growth,Glyphosate
2025,12,Rice,Laterite,Assam,Rabi,398.35,15.11,Low,Medium,Harvest,Glyphosate
2020,6,Rice,Laterite,Chhattisgarh,Kharif,919.71,17.88,Medium,Medium,Growth,Glyphosate
2021,12,Rice,Laterite,Tamil Nadu,Rabi,194.46,17.99,High,Low,Sowing,Glyphosate
2022,10,Rice,Sandy,Chhattisgarh,Kharif,1864.0,11.27,Low,Low,Growth,Glyphosate
2019,11,Rice,Black,Rajasthan,Rabi,197.31,12.19,Medium,High,Growth,Glyphosate
2018,9,Rice,Sandy,West Bengal,Kharif,644.23,15.03,Low,Medium,Harvest,Glyphosate
2022,8,Rice,Alluvial,Tamil Nadu,Kharif,1605.49,14.04,High,Low,Growth,Glyphosate
2017,2,Rice,Red,Madhya Pradesh,Rabi,153.29,14.13,Medium,High,Sowing,Glyphosate
2017,4,Rice,Black,West Bengal,Zaid,307.8,11.67,Medium,Medium,Growth,Glyphosate
2017,10,Rice,Red,Tamil Nadu,Kharif,1664.95,12.43,Low,Low,Growth,Glyphosate
2020,12,Rice,Alluvial,Bihar,Rabi,103.51,16.97,High,Low,Harvest,Glyphosate
2023,11,Rice,Red,Odisha,Rabi,431.03,16.95,Medium,High,Growth,Glyphosate
2017,9,Rice,Alluvial,Kerala,Kharif,816.75,12.96,Medium,High,Sowing,Glyphosate
2019,11,Rice,Laterite,Madhya Pradesh,Rabi,381.43,11.55,Medium,Medium,Sowing,Glyphosate
2020,1,Rice,Black,Andhra Pradesh,Rabi,248.43,15.13,Medium,Medium,Growth,Glyphosate
2023,8,Rice,Laterite,Haryana,Kharif,1162.11,11.13,Low,High,Harvest,Glyphosate
2025,12,Rice,Sandy,Gujarat,Rabi,753.91,9.32,Medium,Medium,Sowing,Carbendazim
2021,4,Rice,Black,Haryana,Zaid,768.55,9.15,Medium,High,Harvest,Carbendazim
2022,12,Rice,Laterite,Assam,Rabi,627.76,4.11,High,Medium,Sowing,Carbendazim
2022,12,Rice,Laterite,Maharashtra,Rabi,567.72,10.08,Low,Medium,Growth,Carbendazim
2018,9,Rice,Alluvial,Telangana,Kharif,487.35,13.2,Low,Low,Harvest,Carbendazim
2021,9,Rice,Sandy,Karnataka,Kharif,499.88,15.75,Medium,Medium,Sowing,Carbendazim
2022,9,Rice,Sandy,Andhra Pradesh,Kharif,458.53,8.6,Low,Low,Sowing,Carbendazim
2023,6,Rice,Red,Telangana,Kharif,355.13,0.83,Low,High,Sowing,Carbendazim
2024,5,Rice,Sandy,Odisha,Zaid,453.94,10.28,Low,High,Sowing,Carbendazim
2023,11,Rice,Red,Telangana,Rabi,426.06,5.94,Medium,Low,Growth,Carbendazim
2016,12,Rice,Sandy,Kerala,Rabi,593.93,8.81,Medium,High,Sowing,Carbendazim
2021,7,Rice,Black,West Bengal,Kharif,399.05,3.91,High,Low,Harvest,Carbendazim
2024,10,Rice,Black,Bihar,Kharif,521.99,3.32,High,Low,Sowing,Carbendazim
2025,3,Rice,Alluvial,Jharkhand,Rabi,509.48,12.73,Medium,Medium,Growth,Carbendazim
2019,4,Rice,Black,Maharashtra,Zaid,705.1,11.45,High,High,Growth,Carbendazim
2022,4,Rice,Red,Chhattisgarh,Zaid,521.05,5.92,High,Medium,Harvest,Carbendazim
2021,3,Rice,Alluvial,Telangana,Rabi,434.67,12.12,Medium,Medium,Harvest,Carbendazim
2020,6,Rice,Laterite,West Bengal,Kharif,395.42,6.83,Medium,Low,Harvest,Carbendazim
2021,9,Rice,Laterite,Madhya Pradesh,Kharif,376.47,14.79,Low,High,Growth,Carbendazim
2016,7,Rice,Red,Bihar,Kharif,554.94,1.57,High,Medium,Growth,Carbendazim
2023,6,Rice,Sandy,West Bengal,Kharif,501.56,15.12,Medium,Low,Harvest,Carbendazim
2021,8,Rice,Sandy,Bihar,Kharif,744.98,1.3,Medium,High,Harvest,Carbendazim
2018,5,Rice,Red,Rajasthan,Zaid,530.11,3.88,Medium,Medium,Harvest,Carbendazim
2019,7,Rice,Alluvial,Punjab,Kharif,706.25,4.72,High,Low,Growth,Carbendazim
2022,2,Rice,Sandy,Haryana,Rabi,560.67,19.63,Low,High,Harvest,Carbendazim
2022,8,Rice,Sandy,Telangana,Kharif,455.61,6.22,Medium,High,Growth,Carbendazim
2020,2,Rice,Alluvial,Kerala,Rabi,312.73,6.68,Low,Low,Sowing,Carbendazim
2025,6,Rice,Sandy,Chhattisgarh,Kharif,479.15,15.58,Low,High,Sowing,Carbendazim
2019,10,Rice,Red,Uttar Pradesh,Kharif,460.87,9.42,Low,Low,Harvest,Carbendazim
2020,2,Rice,Black,Madhya Pradesh,Rabi,327.03,14.68,High,Low,Growth,Carbendazim
2025,10,Rice,Red,West Bengal,Kharif,583.32,9.34,Low,High,Sowing,Carbendazim
2022,5,Rice,Laterite,Uttar Pradesh,Zaid,762.67,1.53,Medium,Low,Harvest,Carbendazim
2016,5,Rice,Black,Bihar,Zaid,327.23,16.17,Low,Medium,Growth,Carbendazim
2023,11,Rice,Black,Assam,Rabi,673.36,6.8,Medium,Low,Harvest,Carbendazim
2020,5,Rice,Red,Madhya Pradesh,Zaid,718.25,13.33,High,Medium,Harvest,Carbendazim
2021,3,Rice,Sandy,Bihar,Rabi,780.29,16.97,Low,Medium,Sowing,Carbendazim
2021,9,Rice,Alluvial,Odisha,Kharif,634.76,16.5,Medium,High,Growth,Carbendazim
2020,12,Rice,Red,Rajasthan,Rabi,768.5,18.98,Low,High,Growth,Carbendazim
2020,1,Rice,Sandy,Bihar,Rabi,523.29,7.79,Medium,Medium,Growth,Carbendazim
2021,9,Rice,Red,Maharashtra,Kharif,769.07,8.37,Low,High,Growth,Carbendazim
2016,12,Rice,Black,Jharkhand,Rabi,502.84,2.27,Low,Medium,Harvest,Carbendazim
2021,1,Rice,Laterite,Bihar,Rabi,554.82,5.69,Low,Low,Sowing,Carbendazim
2021,2,Rice,Laterite,Madhya Pradesh,Rabi,663.27,4.62,Low,Medium,Harvest,Carbendazim
2023,5,Rice,Laterite,Bihar,Zaid,556.18,15.05,Low,High,Harvest,Carbendazim
2016,10,Rice,Red,Bihar,Kharif,448.76,0.89,High,Medium,Growth,Carbendazim
2018,3,Rice,Black,Bihar,Rabi,578.39,12.45,High,High,Growth,Carbendazim
2017,10,Rice,Laterite,Assam,Kharif,438.32,9.5,High,Medium,Sowing,Carbendazim
2023,10,Rice,Laterite,Karnataka,Kharif,459.44,8.77,Low,Medium,Sowing,Carbendazim
2016,1,Rice,Laterite,Haryana,Rabi,436.84,5.51,Low,Low,Growth,Carbendazim
2017,5,Rice,Red,Andhra Pradesh,Zaid,651.09,12.77,High,High,Harvest,Carbendazim
2025,6,Rice,Sandy,Kerala,Kharif,536.48,11.92,High,Low,Sowing,Carbendazim
2020,7,Rice,Sandy,Haryana,Kharif,487.57,8.29,Medium,Medium,Growth,Carbendazim
2023,3,Rice,Laterite,Haryana,Rabi,342.94,19.02,Low,Low,Growth,Carbendazim
2017,9,Rice,Red,Madhya Pradesh,Kharif,611.68,1.12,Medium,Low,Growth,Carbendazim
2024,12,Rice,Black,Gujarat,Rabi,531.83,5.48,Medium,Medium,Harvest,Carbendazim
2017,8,Rice,Sandy,Punjab,Kharif,475.82,6.28,Medium,Medium,Harvest,Carbendazim
2019,6,Rice,Red,Madhya Pradesh,Kharif,530.0,15.86,Medium,Medium,Sowing,Carbendazim
2019,7,Rice,Black,Punjab,Kharif,420.86,12.88,Low,Low,Sowing,Carbendazim
2021,6,Rice,Red,Haryana,Kharif,466.66,18.44,Medium,Low,Harvest,Carbendazim
2024,5,Rice,Red,West Bengal,Zaid,603.26,3.14,High,Low,Growth,Carbendazim
2016,6,Rice,Black,Kerala,Kharif,544.63,4.9,Low,Low,Sowing,Carbendazim
2022,1,Rice,Alluvial,Odisha,Rabi,773.5,9.14,High,High,Harvest,Carbendazim
2019,10,Rice,Red,Andhra Pradesh,Kharif,437.3,14.47,Medium,Medium,Growth,Carbendazim
2024,9,Rice,Black,Odisha,Kharif,635.18,13.13,Low,Low,Growth,Carbendazim
2021,8,Rice,Black,Assam,Kharif,367.57,12.66,High,Medium,Sowing,Carbendazim
2025,10,Rice,Sandy,Bihar,Kharif,368.49,16.68,Low,High,Sowing,Carbendazim
2016,1,Rice,Sandy,Odisha,Rabi,419.61,7.55,High,Low,Growth,Carbendazim
2020,8,Rice,Black,Uttar Pradesh,Kharif,495.59,13.15,Low,Medium,Growth,Carbendazim
2024,12,Rice,Alluvial,Rajasthan,Rabi,777.66,4.81,High,High,Growth,Carbendazim
